지점코드,사업장명,도로명전체주소,소재지전화,좌표정보y(epsg5174),좌표정보x(epsg5174)
3977,대디동물병원,"부산광역시 부산진구 동평로 173, 207,208호 (부암동, 협성휴포레시티즌파크아파트)",518065000,187219.3063,386480.1877
3978,24시 당신의 동물의료센터,"경기도 수원시 장안구 천천로 100, 시네마타워 104호, 202호 (천천동)",031-268-6575,422075.1568,198520.4175
3979,삼포동물병원,"경기도 과천시 경마공원대로 107, 한국마사회 (주암동)",02-509-1944,438412.7417,201414.2905
3980,플러스동물메디컬센터,"서울특별시 영등포구 양평로12가길 14, 르네상스 한강 오피스텔 1층 103호 (양평동4가)",,448289.6179,191060.6883
3981,포인트동물의료센터,인천광역시 미추홀구 낙섬중로 78 (용현동),032-882-8275,439215.5298,168071.337
3982,구구동물병원,"부산광역시 동구 중앙대로 502, 코드코 빌딩 2층 (범일동)",051-638-9977,184043.5878,387393.5163
3983,가축유전자원센터 동물병원,"경상남도 함양군 서상면 덕유월성로 224, 가축유전자원센터",055-960-3500,246780.6232,262097.4227
3984,앤(N)고양이병원,"서울특별시 노원구 노원로 408, (주)노원24시동물의료센터 3층 (상계동)",070-4351-3854,461202.0041,205942.293
3985,채움동물병원,"경기도 수원시 영통구 동탄지성로 550-24, 영통 플래티넘베이스 비 204호 (망포동)",031-548-2582,415445.7787,204310.7447
3986,웰동물병원,"부산광역시 금정구 금강로403번길 1, 2층 (구서동)",051-515-7272,195823.1149,389908.8959
3987,치료해 주오,"서울특별시 중랑구 동일로 925, 3층 (묵동)",949-7577,456738.4412,206712.6457
3988,다나동물병원,전라남도 영암군 영암읍 영암로 1552,,144054.6647,172470.4168
3989,동물병원 움,서울특별시 은평구 불광로 59(불광동),02-6956-7599,456670.8458,193901.0542
3990,우성동물병원,"인천광역시 연수구 청량로113번길 32, 2층 (옥련동)",,435123.896,169228.114
3991,고흥종합동물병원,전라남도 고흥군 고흥읍 고흥로 1663,061-832-7582,122727.6451,225529.7639
3992,고양이병원 소설,"경기도 성남시 수정구 창업로 17, F동 309,310,311호 (시흥동)",031-8039-5382,434443.1121,208613.866
3993,한결동물병원,"경기도 하남시 아리수로 570, 효성헤링턴타워더퍼스트 1층 1090, 1091호 (망월동)",031-8027-8080,451631.468,216753.0718
3994,브이동물메디컬센터,"제주특별자치도 제주시 노형14길 14, 1층 (노형동)",064-803-0038,-1196.157468,151570.8266
3995,도그마루 동물병원,"서울특별시 송파구 석촌호수로 104, 1층 (잠실동)",070-4349-3357,445064.4879,207751.1281
3996,양지가축동물병원,서울특별시 강동구 천호대로191길 6(길동),02-478-2208,448138.4015,212700.3161
3997,나우동물메디컬센터 신불당본원,"충청남도 천안시 서북구 불당22대로 79, 강남타워 1,2층 101~106,202~203호 (불당동)",041-414-2676,368325.0508,209535.543
3998,화순축협 동물병원,전라남도 화순군 화순읍 광덕로 6-21,,171748.1981,199446.337
3999,힐동물병원,"서울특별시 강동구 동남로49길 60-4, 102호 (둔촌동)",,447860.8593,212895.2814
4000,청사동물메디컬센타,"대전광역시 서구 한밭대로 701, 107, 108호 (월평동, 갤러리빌 럭스)",042-488-7999,317549.3397,233758.5549
4001,하수의과병원,경상북도 경주시 안강읍 구부랑길 52,,280206.424,398029.6696
4002,지축오투동물의료센터,"경기도 고양시 덕양구 지축로 86, 207~208호 (지축동)",23810275,,
4003,안산 반함동물의료센터,"경기도 안산시 단원구 화랑로 122, 상가2동 219-222호 (원곡동)",314947975,,
4004,맥스동물병원,경상북도 포항시 북구 신광면 토성길 41-1,,294366.149,403682.7398
4005,진접솔동물병원,"경기도 남양주시 진접읍 금강로 1557, 101~103호",031-574-1112,469716.7901,216945.7391
4006,시니어 동물병원,"서울특별시 서초구 서초중앙로 45, 서초레몬 2층 201호 (서초동)",02-521-0525,442621.2761,201296.3982
4007,온정동물병원,"부산광역시 동래구 안연로 72, 동림빌딩 1층 (안락동)",051-531-8275,190292.6509,391100.1762
4008,영광동물병원,전라남도 영광군 군서면 천년로 1275-17,613522315,196029.889,153235.4968
4009,지안동물의료센터,"경상남도 진주시 진주대로 881, 2층 (강남동)",055-754-0079,187198.6292,299279.5748
4010,리베동물메디컬센터,"서울특별시 송파구 삼전로 56, 1~4층 (삼전동)",02-6953-7502,444619.911,207700.7777
4011,황수의동물병원,경상북도 포항시 북구 기계면 자조길 19,,287913.9792,399174.907
4012,광주동물병원,"전라남도 해남군 북평면 달량진길 25-1, 광주동물병원",,101053.1963,165650.9843
4013,모코동물의료센터,"인천광역시 계양구 오조산로 53, 연세차메디칼센터 103호 (계산동)",032-548-1101,448179.6327,176796.6635
4014,한국동물병원,전라남도 보성군 보성읍 일림로 1567,,139076.5783,205163.2312
4015,대한동물병원,"경기도 화성시 우정읍 버들로 110, 107호",,397664.7142,182460.0223
4016,이든동물병원,"대구광역시 북구 동북로 254, 1층 (복현동)",053-939-1175,267231.3275,346059.3668
4017,미래동물병원(산업동물진료),경상남도 사천시 축동면 배춘1길 6-15,,178087.3745,299807.6628
4018,이솝동물병원,"경기도 화성시 남양읍 남양천로 17, 상가동 106호 (화성남양시티프라디움3차아파트)",031-357-3776,411948.9362,184009.3489
4019,으뜸원동물병원,"경상남도 통영시 여황로 399-4, 104호 (북신동, 진우일성타운)",,151809.5821,330236.6847
4020,모아동물병원,전라남도 영암군 군서면 구림로 26,,140492.6224,166012.5729
4021,정자현대동물병원,"경기도 성남시 분당구 성남대로331번길 3-13, 대명제스트빌딩 5층 (정자동)",031-714-9978,429151.982,209469.3735
4022,동편동물혈액검진센터,"서울특별시 서초구 동작대로 20, 3층 (방배동)",02-588-8661,441782.3048,198345.2799
4023,팜스플랜동물병원 경기북부센터,"경기도 포천시 영중면 호국로 3042, 다동 104호",031-535-9533,501292.7842,221681.592
4024,허그동물의료센터,"부산광역시 북구 금곡대로 366, 대진빌딩 1층 (화명동)",051-714-5251,195388.5103,383283.3027
4025,야로동물병원,"경상남도 합천군 야로면 가야산로 350-11, 1호",,245718.4681,305816.7329
4026,중산동물메디컬센터,"경기도 고양시 일산서구 고봉로 299, 1,2층 (일산동)",319768939,464853.379,180284.9852
4027,이든동물병원,충청북도 진천군 이월면 중미로 471,,380336.9831,241323.7023
4028,회인동물병원,"충청북도 보은군 회인면 회인로 59, 소매점",,332591.3716,253471.9888
4029,아이안 동물의료센터,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 122,123호 (명일동)",02-441-2202,450274.3825,213593.1379
4030,안심동물병원,충청북도 청주시 서원구 남이면 청남로 1486-3,,341527.1992,240692.218
4031,아람동물의료센터,"인천광역시 서구 발산로 6, 아인시티 주차타워 2층 201~3호 (원당동)",032-866-1111,,
4032,포포동물병원,"서울특별시 성북구 보문로 51, (주)참존글로벌워크 1층 (보문동7가)",02-922-7555,453075.56,201873.0764
4033,행복드림 동물병원,"부산광역시 해운대구 삼어로 61, 201호 (반여동, 우방신세계아파트)",,191419.5175,392600.0999
4034,소나무동물메디컬 센터,"인천광역시 계양구 안남로519번길 4, 101동 1층 101호 (효성동, 효성동메트하임)",032-556-9990,447539.6911,174370.8522
4035,뉴욕동물병원,"경기도 성남시 분당구 미금로 45, 진도훼미리프라자 211호 (구미동)",,426176.3376,210194.6954
4036,더벳한남동물병원,"서울특별시 용산구 이태원로 227, 1층 (한남동)",02-6956-2280,448157.3162,199826.5328
4037,일광해빛동물병원,"부산광역시 기장군 일광면 해빛6로 85-4, 스타타워Ⅱ 3층 301,302호",517217975,198486.9329,402594.2917
4038,퍼스트동물병원,"경기도 안양시 동안구 경수대로 597, 영신빌딩 2층 202호 (호계동)",031-360-0818,430410.6522,196027.5565
4039,24시노아동물메디컬센터,광주광역시 동구 독립로 292 (대인동),062-222-0075,184186.4985,192012.5483
4040,하나로 동물병원,경기도 연천군 연천읍 차옥로 78,,510938.6112,206930.8686
4041,시그널동물병원,"서울특별시 영등포구 신길로 119, 112동 비103호,비104호,비105호 (신길동, 신길뉴타운 한화 꿈에그린)",02-832-7505,444531.7292,191937.5546
4042,놀로동물행동클리닉,"서울특별시 강남구 삼성로133길 7, 베디베로스퀘어 5층 (청담동)",02-2237-7582,446357.6167,204264.724
4043,경북동물병원,경상북도 고령군 대가야읍 왕릉로 66,,248047.2651,314363.3143
4044,태원동물병원,"경상북도 구미시 선산읍 선주로9길 25, 구미선산 주공아파트 105동 102호",,305747.3315,316215.3879
4045,24시 온동물의료센터,부산광역시 부산진구 동성로 152 (전포동),051-819-6061,186682.8442,387881.1591
4046,나래동물의료센터,"경기도 화성시 여울로4길 46, 2층 (능동)",316137509,412714.3336,204885.8884
4047,서울하은동물병원,"경기도 고양시 덕양구 꽃내음1길 128, 101호 (향동동)",02-6951-0275,455291.087,190218.307
4048,태산동물병원,"경상북도 문경시 신흥4길 5, 1층 (흥덕동)",,344959.2941,307839.111
4049,하군이네 동물병원,"경기도 오산시 대호로 63, 휘러스빌딩 401호 (궐동)",031-8055-7803,406040.7289,204824.5415
4050,헤아림동물병원,부산광역시 동래구 충렬대로 288 (낙민동),051-555-1125,190985.686,390306.7341
4051,구피동물병원,충청남도 서산시 남부순환로 1028 (예천동),,363084.4601,151053.9092
4052,국립생태원 멸종위기종복원센터,"경상북도 영양군 영양읍 고월길 23, 국립멸종위기종복원센터",054-680-7451,351799.2875,392603.0437
4053,팜스플랜동물병원(출장전문),"경기도 양평군 양평읍 중앙로 53, 1층 103호",031-771-9533,443857.5612,243726.8738
4054,리안 동물병원,"부산광역시 해운대구 달맞이길 58, 2층 (중동)",051-747-1275,186818.8506,397748.0983
4055,올치동물병원,"광주광역시 북구 하서로 477, 지플레이스 본촌2 108,109,110호 (본촌동)",062-716-5775,190898.665,188732.4793
4056,탑동물병원,"경기도 고양시 덕양구 토당로 4, 103호 (토당동)",,457246.3362,184411.9135
4057,지음동물의료센터,"경기도 성남시 중원구 광명로 321, 정성빌딩 1층 (금광동)",031-735-0922,438149.9161,214217.8885
4058,진건동물병원,경기도 남양주시 진건읍 사릉로 411-2,,461571.9816,215682.1841
4059,치료해주오,"경기도 광명시 금하로 464, 메이저리치안빌딩 2층 208호 (소하동)",02-6951-1432,438486.0289,189670.337
4060,온 동물의료센터,"경기도 용인시 기흥구 용구대로2394번길 2, 2층 201,202호 (마북동)",312867582,421985.2089,209477.0039
4061,파파동물병원,"서울특별시 서초구 신반포로23길 30, 반원상가 1층 109호 (잠원동)",02-2039-9780,445174.1939,200246.2551
4062,VIP동물의료센터 청담점,"서울특별시 강남구 삼성로133길 7, 베디베로스퀘어 2,3,4층 (청담동)",02-511-7522,446357.6167,204264.724
4063,魏동물병원,경상북도 울진군 울진읍 울진북로 637-12,,391793.934,413564.5428
4064,선동물병원,"경기도 포천시 가산면 가산로309번길 1, 6호",,482567.0819,216109.8687
4065,24시 리본동물의료센터,"부산광역시 동래구 충렬대로 194, 동림빌딩 2층 (명륜동)",051-711-0006,191276.3279,389439.9718
4066,차암동물병원,"충청남도 천안시 서북구 3공단6로 50, 힐링J타워 1층층 105호 (차암동)",041-522-8575,371046.1321,209142.306
4067,국립축산과학원 동물병원,"전북특별자치도 완주군 이서면 콩쥐팥쥐로 1500, 국립축산과학원",063-238-7224,,
4068,돌담 동물의료센터,경상북도 포항시 남구 포스코대로 78 (이동),054-274-2228,283093.9801,410348.7909
4069,24시 양주 힐 동물의료센터,"경기도 양주시 옥정동로7길 30, 2층 1~3호 (옥정동)",031-859-8275,479857.8192,208514.8456
4070,바른진료 동물병원,"부산광역시 기장군 일광면 해빛로 13, 일광제일프라자 2층 203호",517247570,198590.0505,402521.1775
4071,땡큐DOG동물병원,"경기도 김포시 김포한강8로194번길 8-16, 1층 (마산동)",,459662.14,168557.145
4072,엑슬루 동물병원,"대전광역시 대덕구 대덕대로 1555, 상가동 114호 (석봉동, 금강엑슬루타워)",429347582,327916.0207,237611.3014
4073,VIP동물한방재활의학센터by.Dr.신사경,"서울특별시 강남구 삼성로133길 7, 베디베로스퀘어 7층 (청담동)",02-511-7522,446357.6167,204264.724
4074,비타동물의료센터,"광주광역시 남구 봉선로 21, 1층 (봉선동, 우리덕이)",062-675-7600,181360.8223,191104.7717
4075,상대원 동물병원,"경기도 성남시 중원구 희망로 350, 1층 (상대원동)",031-733-1777,437211.345,213942.9012
4076,행복동물병원,"대구광역시 동구 동부로 221 (효목동, 선화하이츠)",,265640.6813,347618.3056
4077,24시 리본동물영상센터,"부산광역시 동래구 충렬대로 194, 동림빌딩 3층 (명륜동)",051-711-0006,191276.3279,389439.9718
4078,비나인동물병원,"충청남도 공주시 번영1로 102, 1층 (신관동)",041-881-1400,330348.7293,212381.0251
4079,인천종합동물병원,"인천광역시 동구 솔빛로 2, 1층 (송현동)",032-765-0112,441665.3215,167525.8693
4080,승원 동물병원,"경상남도 통영시 중앙로 233, 승원동물병원 (북신동)",,151245.8405,330496.1985
4081,소원동물병원,"전북특별자치도 완주군 봉동읍 원둔산1길 31, 101동",,273371.5513,211395.2343
4082,다온동물병원,전북특별자치도 완주군 고산면 고산로 74,,274979.2866,218416.2171
4083,푸르메 동물병원,"전북특별자치도 완주군 고산면 고산로 120, 1층",,274905.9031,218856.3266
4084,하나동물병원,"충청남도 금산군 금산읍 비범로 100, 1층",041-753-7599,290220.9599,244253.785
4085,고고동물병원,경상북도 상주시 공성면 공성중앙로 105,,309920.0133,298183.9694
4086,당근동물병원,"전북특별자치도 익산시 황등면 황등로 115-7, 103호",063-851-7218,,
4087,익산산업동물병원,전북특별자치도 익산시 배산로24길 14 (모현동1가),063-855-1037,272403.0517,194774.0594
4088,동물진료법인하림애니멀클리닉센터,전북특별자치도 익산시 중앙로 121 (마동),831-1253,270803.3025,196317.3774
4089,금강동물병원,전북특별자치도 익산시 익산대로 204 (창인동1가),858-7582,271553.9945,195332.3252
4090,우리들동물병원,전북특별자치도 익산시 금마면 미륵사지로 68,063-834-7585,276881.6382,204393.1232
4091,다민동물병원,전북특별자치도 익산시 춘포면 쌍정길 16-1,063-291-0727,269261.9711,204551.832
4092,익산군산축협동물병원,전북특별자치도 익산시 함라면 용산로 497,063-862-5557,284021.3482,192238.2421
4093,쿨펫동물병원,전북특별자치도 익산시 무왕로 1053 (영등동),063-833-7570,273199.2229,197583.9208
4094,휴안과동물병원,전북특별자치도 익산시 무왕로23길 3 (부송동),,273268.1509,198882.3988
4095,보듬동물병원,"서울특별시 도봉구 해등로 255, 101동 1층 121~123호 (쌍문동, 에벤에셀아파트)",269547544,461665.3857,202422.3136
4096,나래동물병원,"광주광역시 북구 북문대로 113 (운암동,영일빌딩 106호)",529-5582,186684.8466,188541.0265
4097,종로동물병원,광주광역시 북구 북문대로 154 (운암동),523-7979,187047.5776,188331.1008
4098,코아동물병원,광주광역시 북구 서하로 364 (문흥동),401-5323,187444.5136,192645.8494
4099,자연동물병원,광주광역시 북구 황계로 59 (운암동),521-7582,186533.4127,188645.4261
4100,방주동물병원,광주광역시 북구 설죽로 326 (오치동),268-7989,187706.0354,190746.1781
4101,가야동물병원,광주광역시 북구 동문대로 131 (우산동),251-8597,186176.7131,193201.5363
4102,도안동물병원,대전광역시 서구 관저중로95번길 99 (관저동),544-7582,311204.0249,229925.074
4103,드림동물병원,대전광역시 서구 문정로 102 (탄방동),472-7566,316255.1612,234996.9981
4104,엄마손동물병원,"대전광역시 서구 계백로 1426, 104호 (도마동, 도마동써머스빌주상복합)",042-585-0076,312494.1235,234036.1515
4105,케나인동물병원,대전광역시 서구 둔산남로 200 (탄방동),487-7554,316511.1838,235804.7575
4106,J.H 동물병원,"대전광역시 서구 신갈마로 266, 101호 (갈마동)",,317390.2626,233229.8733
4107,스마트동물병원,대전광역시 서구 문정로 208 (둔산동),042-486-8878,316949.9717,235425.6748
4108,한민동물병원,대전광역시 서구 갈마로 274 (내동),538-3838~9,314650.5503,234334.2774
4109,둔산동물병원,대전광역시 서구 대덕대로 145 (갈마동),536-3480,316266.1991,233571.4552
4110,마크로24시 동물병원,대전광역시 서구 한밭대로570번길 8 (월평동),486-3375,317521.6805,232403.4223
4111,대전종합 동물병원,"대전광역시 서구 대덕대로168번길 26, 동원빌딩 (갈마동)",532-7588,316315.229,233789.3671
4112,쌤아저씨,대전광역시 서구 대덕대로 4 (내동),042-531-4405,314886.1912,233354.4472
4113,연이동물병원,대전광역시 서구 정림로 66 (정림동),042-581-7282,311775.0627,232741.9877
4114,리브동물병원,대전광역시 서구 관저남로25번길 23-30(관저동),042-488-7582,310638.0525,230096.8388
4115,쿨펫동물병원탄방점,"대전광역시 서구 문정로 77, 로데오 타운 1층 152~154호 (탄방동)",042-223-2233,316344.9024,234758.6004
4116,퍼피동물병원,대전광역시 서구 갈마로 234(내동),042-533-7533,314595.7255,234503.2404
4117,수정동물병원,"대전광역시 서구 도안북로117번길 33, 102호 (도안동)",042-825-3399,314588.9116,230592.6161
4118,도드람양돈협동조합동물병원,"대전광역시 서구 구봉산북로 12, 2층 (관저동)",042-826-7938,310501.6286,228893.2612
4119,리본 동물병원,"대전광역시 서구 계룡로 383, 1층 (갈마동)",489-8275,316863.5758,233231.3599
4120,와이즈동물병원,대전광역시 서구 원도안로 28 (가수원동),716-3475,311821.85,231246.69
4121,웰케어동물병원,대전광역시 서구 관저북로13번길 23-12 (관저동),544-2475,311354.0155,230061.9035
4122,관저종합동물병원,대전광역시 서구 구봉로 133 (관저동),042-546-7575,310715.44,230271.2167
4123,만년YES동물병원,대전광역시 서구 만년로 14 (만년동),477-7575,318548.3576,233524.3431
4124,닥터코기동물병원,"대전광역시 서구 둔산남로 94, 로고스빌딩 1층 (탄방동)",489-8834,316503.2253,234752.5211
4125,정담 동물병원,"대전광역시 서구 신갈마로 260, 1층 (갈마동)",,317322.5006,233195.3344
4126,24아프리카동물메디컬센터,"대전광역시 서구 문정로 16, 2,3층 (탄방동)",042)486-7581,316142.4759,234195.7497
4127,조수의과가축병원,"경상남도 고성군 회화면 배둔로 14-24, 1층",,173845.279,324673.7153
4128,제일가축병원,경상남도 고성군 고성읍 동외로 185,674-7343,165146.691,321026.7419
4129,덕산가축병원,"경상남도 산청군 시천면 남명로 213-1, 지코바호프",,197878.5973,276362.9695
4130,경상동물병원,경상남도 산청군 산청읍 웅석봉로133번길 146-1,,212803.9785,280410.5644
4131,우방가축병원,경상남도 산청군 산청읍 덕계로 33,974-0074,213485.1469,279749.525
4132,산청동물병원,"경상남도 산청군 금서면 동의보감로 1065, 화계시장 가동 1층 5호",973-0034,218483.8045,271923.7429
4133,진동물병원,"경상남도 산청군 신안면 원지강변로63번길 7, 산청축협원지지소",,200645.4506,288147.9607
4134,남강동물병원,경상남도 산청군 산청읍 웅석봉로86번길 37,055-974-3575,212926.8596,279177.6686
4135,약초동물병원,"경상남도 산청군 신안면 원지로 72, 협성철강",055-973-7584,200502.6651,288948.1714
4136,고성동물병원,경상남도 고성군 고성읍 동외로 163-14,,164915.5188,320950.1085
4137,경남야생동물센터,"경상남도 진주시 진주대로 501, 경상대학교 502동 (가좌동)",055-772-2335,184196.4159,299974.6401
4138,진주 돌담 동물병원,경상남도 진주시 진양호로 507 (중안동),055-746-3375,188655.4647,298375.5252
4139,튼튼 동물병원,경상남도 진주시 초전북로 65 (초전동),,190517.6575,301351.2232
4140,행복한동물병원,경상남도 진주시  가호로  31 (호탄동),,185509.4486,301033.6145
4141,이솝동물메디컬,경상남도 진주시 남강로309번길 20 (평거동),055-748-7500,186104.7326,296722.7865
4142,굿닥터동물병원,"경상남도 진주시 사들로 52, 105호 (충무공동, 배제빌딩)",055-752-3365,186496.8407,304585.6765
4143,사랑동물병원,경상남도 진주시 일반성면 동부로 1964,,186475.451,316248.4261
4144,창녕동물병원,경상남도 창녕군 창녕읍 화왕산1로 49,,227468.5101,336051.1624
4145,위너동물병원,"경상남도 창녕군 대지면 우포2로 1194-6, 1층 105호",,228243.345,334742.4377
4146,경남수의동물병원,경상남도 창녕군 계성면 영산장마로 665-4,,218814.5395,337664.7617
4147,제일F&C,경상남도 창녕군 창녕읍 창녕대로 119,055-533-7583,227174.9748,335815.6954
4148,서울동물병원,경상남도 창녕군 대합면 대합산업단지로 107-12,,236566.3956,330294.44
4149,한국동물병원(출장진료전문병원),경상남도 창녕군 성산면 창한로 188-10,,236542.5273,333512.6226
4150,영진가축병원,경상남도 진주시 금곡면 월아산로 108,754-2700,177555.0125,308177.7379
4151,초원동물병원,경상남도 진주시 명석면 나불로 277-3,742-7504,191220.1535,294763.2505
4152,민들레동물병원,경상남도 진주시 진양호로 427-1 (인사동),741-5421,188331.7061,297642.019
4153,강동물병원,경상남도 진주시 도동로 231 (하대동),761-0383,188542.6552,302095.6148
4154,가람동물병원,경상남도 진주시 진주대로 962 (칠암동),755-3625,187949.2997,299017.4292
4155,보람동물병원,경상남도 진주시 진양호로 261 (평거동),747-5658,186956.2597,296750.2409
4156,현대동물병원,경상남도 진주시 진양호로 465-1 (인사동),748-5426,188502.9365,297995.1688
4157,우리동물병원,"경상남도 진주시 신안로 165, 이현종합시장 138호 (이현동)",748-5487,188606.4347,297025.7189
4158,진주축협 동물병원,경상남도 진주시 동진로 213 (상대동),055)758-9111,187333.4042,301440.2895
4159,늘조은동물병원,"경상남도 진주시 진양호로 236 (평거동,라비안 빌딩 1층)",055-748-7391,186717.2698,296664.3447
4160,펫동물병원,경상남도 진주시 진양호로467번길 7-2 (인사동),055-748-0075,188566.9677,297993.2707
4161,랑'S종합동물병원,경상남도 진주시 대신로 259-1 (상대동),757-7502,187728.8023,301665.4691
4162,경상국립대학교수의과대학부속동물병원,경상남도 진주시 진주대로 501 (가좌동),055-772-2324,184196.4159,299974.6401
4163,드림벳동물병원,경상남도 진주시 문산읍 문산로 923,,185675.7114,309048.8746
4164,경남동물병원,경상남도 진주시 일반성면 동부로 2001,055-752-5803,186421.3454,316591.4412
4165,경상국립대학교 동물의료원,경상남도 진주시 진주대로 501 (가좌동),055-772-2323,184196.4159,299974.6401
4166,공군교육사령부동물병원,경상남도 진주시 금산면 송백로 46,055-750-2870,188219.2508,304475.2293
4167,김동래동물병원,경상남도 함안군 가야읍 함안대로 551,,198269.9781,327805.9293
4168,경상동물병원,경상남도 함안군 가야읍 가야로 14,,198401.4593,327552.0231
4169,사천축협동물병원,경상남도 사천시 사천읍 사천대로 1817 (사천축협),055-851-5860,176067.5731,298604.9961
4170,사천동물병원,경상남도 사천시 사천읍 두량로 6,,177365.6662,300081.9679
4171,동물병원 WITH-PET,"경상남도 사천시 사천읍 동문로 37, 1동 1층",855-1275,176373.671,299937.9466
4172,현대동물병원,경상남도 사천시 정동면 진삼로 1344,,175319.181,298576.0386
4173,힐링동물병원,"경상남도 사천시 신항로 112, 힐링동물병원 1층 (향촌동)",055-835-9775,160377.1609,299181.0983
4174,중앙동물병원,"경상남도 사천시 중앙로 54-1, 2층 (선구동)",055-835-8275,159654.3261,298202.6357
4175,온 동물병원,"경상남도 사천시 사천읍 진삼로 1421, 배광용한약국 1층",055-854-7582,176008.1263,298932.2584
4176,박동물병원,경상남도 합천군 가야면 가야시장로 80,,251882.8624,302950.4836
4177,가야농업협동조합동물병원,,,251637.2837,302891.5936
4178,소망가축병원,경상남도 합천군 삼가면 삼가1로 89,934-0710,213318.5462,301889.6724
4179,종합동물병원,경상남도 합천군 대양면 동부로 7,,229135.8892,305348.4837
4180,가야농업협동조합동물병원,경상남도 합천군 가야면 황산1길 69-15,932-7750,252090.1698,302575.4718
4181,삼가가축병원,경상남도 합천군 삼가면 삼가중앙1길 33,,213299.6445,301697.9668
4182,합천가축병원,경상남도 합천군 삼가면 일부4길 21-1,,213222.4452,301771.7846
4183,합천축협동물병원,경상남도 합천군 율곡면 임북1길 25,933-0058,231228.6105,306455.6112
4184,강형모동물병원,"경상남도 합천군 합천읍 충효로 106-4, 2층 202호 (미림빌라)",,230610.4445,305276.0341
4185,십자가축병원,경상남도 합천군 합천읍 충효로 24,931-3135,229804.9203,305153.8903
4186,박명기 동물병원,경상남도 합천군 초계면 초계중앙로 42,,229537.5719,314585.9962
4187,태민동물병원,"경상남도 합천군 합천읍 옥산로 16, 101호 (까치빌라)",,230497.4838,304784.0985
4188,디디동물병원,인천광역시 강화군 강화읍 강화대로 254-1,032-719-7533,471191.655,155910.0645
4189,다온동물병원,경상북도 의성군 안계면 안계길 162-6,,321516.9683,328783.8577
4190,다호동물병원,경상북도 의성군 봉양면 봉호로 2,,312380.8784,342215.2963
4191,배곧코코동물병원,"경기도 시흥시 함송로 15, 화신프라자 104,105호 (정왕동)",031-434-0863,429144.2301,176035.5351
4192,가까운동물병원,충청북도 청주시 서원구 1순환로 1109 (분평동),288-7533,344871.2254,244280.758
4193,그린동물병원,충청북도 청주시 서원구 사직대로 255 (사직동),275-7575,348386.285,242482.4365
4194,한빛동물병원,"충청북도 청주시 서원구 사직대로 160, 두진 하트리움에덴 1층 108호 (사창동)",,348280.5524,241520.5153
4195,와와동물병원,충청북도 청주시 서원구 사직대로 247-1 (사직동),273-7582,348382.8714,242416.2547
4196,분평종합동물병원,충청북도 청주시 서원구 청남로 2013(분평동),,345766.1255,243300.6914
4197,영동합동동물병원,"충청북도 영동군 영동읍 영동천2길 3-1, 동물병원",,297288.7088,269687.9564
4198,정성환동물병원,충청북도 청주시 청원구 공항로 5 (내덕동),216-8274,350836.3285,243554.5913
4199,주주종합동물병원,충청북도 청주시 청원구 공항로 102 (율량동),217-0078,351808.2462,243432.3496
4200,충북낙농업협동조합,충청북도 청주시 청원구 북이면 장재2길 66-10,215-9336,360777.2309,249297.0375
4201,신흥동물병원(산업동물병원),충청북도 청주시 청원구 내수읍 충청대로 424,212-9117,354262.1659,245721.2038
4202,튼튼 동물병원,"충청북도 청주시 청원구 오창읍 오창중앙로 62, 대원칸타빌아파트 상가동 101호",241-7582,356340.1177,237680.9082
4203,최종주동물병원,"충청북도 영동군 영동읍 계산로 54, 최종주동물병원",043-744-4209,297175.1573,270313.2816
4204,백동물병원,충청북도 영동군 영동읍 계산로 27 (신화빌딩 1층),744-8275,297336.016,270128.6958
4205,최상오동물병원,충청북도 보은군 보은읍 보은로 121-1,,331798.5394,264241.4273
4206,한국동물병원,충청북도 보은군 보은읍 삼산남로 34,544-2474,331536.5985,264360.347
4207,송진우동물병원,"충청북도 보은군 보은읍 뱃들3길 6, 상가",543-5237,332091.8515,264942.866
4208,하나동물병원 앤 컨설팅,충청북도 청주시 청원구 새터로 22-1 (내덕동),043-223-5511,350592.4971,243481.1907
4209,프렌즈 동물병원,충청북도 청주시 청원구 공항로 100-1 (율량동),212-7582,351785.3497,243447.6709
4210,청주축협동물병원,"충청북도 청주시 청원구 향군로 92, 청주축산농협 (우암동)",043-229-0532,350337.5379,243146.3172
4211,나라동물병원,"경기도 동두천시 정장로 20-6, 3층 (생연동)",861-8575,489074.0266,204570.8182
4212,포레브동물의료센터,경기도 동두천시 행선로 55-1 (지행동),031-858-7975,487857.0008,205260.0565
4213,새론동물병원,충청북도 청주시 흥덕구 1순환로 539 (봉명동),260-8275,349354.3613,241405.8604
4214,동물병원 이야기,충청북도 청주시 흥덕구 직지대로 622 (봉명동),232-7582,349166.6505,241234.3122
4215,아인동물의료센터,"충청북도 청주시 흥덕구 진재로 41 (복대동, 풍년빌딩)",,348258.342,238326.5438
4216,강서동물병원,충청북도 청주시 흥덕구 비하로 64 (비하동),233-7512,348030.67,237935.5764
4217,이담동물병원,"경기도 동두천시 중앙로 134-12 (지행동, 예일복합타워(104,105))",861-3355,487830.9526,204612.7696
4218,E 동물의료원,충청북도 보은군 마로면 관기송현로 95-1,043-544-8514,326365.7921,273413.4602
4219,보은옥천영동축협 동물병원,충청북도 보은군 보은읍 뱃들로 57,043-542-2201,331854.4013,264819.1301
